customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment
CUST_02566,135,4,2382.31,2,4,3,9,Potential Loyalists
CUST_02567,388,1,943.5,1,1,2,4,Lost Customers
CUST_02568,106,2,1226.81,3,2,2,7,Potential Loyalists
CUST_02569,23,6,17235.12,5,5,5,15,Champions
CUST_02570,59,5,6348.639999999999,4,4,4,12,Loyal Customers
CUST_02571,67,2,644.34,4,2,1,7,Potential Loyalists
CUST_02572,67,10,16957.170000000002,4,5,5,14,Champions
CUST_02573,28,4,8625.46,5,4,5,14,Champions
CUST_02574,34,3,327.45,4,3,1,8,Potential Loyalists
CUST_02575,66,3,4206.67,4,3,4,11,Loyal Customers
CUST_02576,68,1,386.31,4,1,1,6,At Risk
CUST_02577,8,8,15605.81,5,5,5,15,Champions
CUST_02578,33,6,2275.3900000000003,4,5,3,12,Loyal Customers
CUST_02579,223,2,1202.31,1,2,2,5,At Risk
CUST_02580,304,2,241.0,1,2,1,4,Lost Customers
CUST_02581,127,3,2129.91,2,3,3,8,Potential Loyalists
CUST_02582,11,1,56.18,5,1,1,7,Potential Loyalists
CUST_02583,208,3,2585.0699999999997,2,3,3,8,Potential Loyalists
CUST_02584,19,7,10217.33,5,5,5,15,Champions
CUST_02585,118,2,16481.71,3,2,5,10,Loyal Customers
CUST_02586,96,4,8477.92,3,4,5,12,Loyal Customers
CUST_02587,258,1,232.88,1,1,1,3,Lost Customers
CUST_02588,85,2,594.62,3,2,1,6,At Risk
CUST_02589,65,1,235.86,4,1,1,6,At Risk
CUST_02590,95,2,288.37,3,2,1,6,At Risk
CUST_02591,85,3,4543.55,3,3,4,10,Loyal Customers
CUST_02592,33,6,5539.629999999999,4,5,4,13,Champions
CUST_02593,148,2,553.14,2,2,1,5,At Risk
CUST_02594,100,1,360.13,3,1,1,5,At Risk
CUST_02595,9,6,7983.62,5,5,5,15,Champions
CUST_02596,246,1,2277.68,1,1,3,5,At Risk
CUST_02597,134,3,11169.949999999999,2,3,5,10,Loyal Customers
CUST_02598,93,2,1205.8600000000001,3,2,2,7,Potential Loyalists
CUST_02599,197,3,3425.27,2,3,3,8,Potential Loyalists
CUST_02600,196,2,3231.04,2,2,3,7,Potential Loyalists
CUST_02601,335,1,93.88,1,1,1,3,Lost Customers
CUST_02602,159,4,2513.0,2,4,3,9,Potential Loyalists
CUST_02603,25,10,9312.44,5,5,5,15,Champions
CUST_02604,17,5,845.5500000000001,5,4,2,11,Loyal Customers
CUST_02605,29,4,1111.52,5,4,2,11,Loyal Customers
CUST_02606,2,3,1011.91,5,3,2,10,Loyal Customers
CUST_02607,181,3,2494.14,2,3,3,8,Potential Loyalists
CUST_02608,191,3,1569.42,2,3,2,7,Potential Loyalists
CUST_02609,47,4,7884.83,4,4,5,13,Champions
CUST_02610,198,3,1175.12,2,3,2,7,Potential Loyalists
CUST_02611,16,3,3616.86,5,3,4,12,Loyal Customers
CUST_02612,65,5,3482.8,4,4,3,11,Loyal Customers
CUST_02613,103,5,2671.48,3,4,3,10,Loyal Customers
CUST_02614,138,9,18333.07,2,5,5,12,Loyal Customers
CUST_02615,160,2,1861.78,2,2,3,7,Potential Loyalists
CUST_02616,419,1,154.18,1,1,1,3,Lost Customers
CUST_02617,36,4,6351.95,4,4,4,12,Loyal Customers
CUST_02618,397,1,246.28,1,1,1,3,Lost Customers
CUST_02619,100,2,398.30000000000007,3,2,1,6,At Risk
CUST_02620,259,2,381.49,1,2,1,4,Lost Customers
CUST_02621,160,4,2253.7,2,4,3,9,Potential Loyalists
CUST_02622,60,2,576.6600000000001,4,2,1,7,Potential Loyalists
CUST_02623,94,6,19128.02,3,5,5,13,Champions
CUST_02624,30,2,9131.7,5,2,5,12,Loyal Customers
CUST_02625,76,3,1366.08,3,3,2,8,Potential Loyalists
CUST_02626,128,2,443.39,2,2,1,5,At Risk
CUST_02627,235,2,4681.84,1,2,4,7,Potential Loyalists
CUST_02628,100,9,19362.920000000002,3,5,5,13,Champions
CUST_02629,8,2,640.74,5,2,1,8,Potential Loyalists
CUST_02630,17,5,8479.1,5,4,5,14,Champions
CUST_02631,107,3,9833.150000000001,3,3,5,11,Loyal Customers
CUST_02632,334,1,420.62,1,1,1,3,Lost Customers
CUST_02633,102,3,1603.51,3,3,2,8,Potential Loyalists
CUST_02634,304,2,114.19,1,2,1,4,Lost Customers
CUST_02635,80,3,5170.27,3,3,4,10,Loyal Customers
CUST_02636,4,8,10554.25,5,5,5,15,Champions
CUST_02637,105,5,2610.81,3,4,3,10,Loyal Customers
CUST_02638,112,2,409.26,3,2,1,6,At Risk
CUST_02639,33,1,3392.82,4,1,3,8,Potential Loyalists
CUST_02640,343,1,14.28,1,1,1,3,Lost Customers
CUST_02641,121,1,294.14,3,1,1,5,At Risk
CUST_02642,142,4,3040.21,2,4,3,9,Potential Loyalists
CUST_02643,287,2,519.75,1,2,1,4,Lost Customers
CUST_02644,281,3,856.78,1,3,2,6,At Risk
CUST_02645,315,1,917.08,1,1,2,4,Lost Customers
CUST_02646,268,3,1774.54,1,3,3,7,Potential Loyalists
CUST_02647,28,2,474.09,5,2,1,8,Potential Loyalists
CUST_02648,16,10,12737.2,5,5,5,15,Champions
CUST_02649,112,2,395.63,3,2,1,6,At Risk
CUST_02650,19,3,942.8500000000001,5,3,2,10,Loyal Customers
CUST_02651,64,2,808.24,4,2,2,8,Potential Loyalists
CUST_02652,42,5,1824.62,4,4,3,11,Loyal Customers
CUST_02653,75,5,1417.93,3,4,2,9,Potential Loyalists
CUST_02654,250,2,1699.71,1,2,2,5,At Risk
CUST_02655,191,1,20.97,2,1,1,4,Lost Customers
CUST_02656,62,6,24230.0,4,5,5,14,Champions
CUST_02657,246,2,409.72,1,2,1,4,Lost Customers
CUST_02658,179,4,1699.9099999999999,2,4,2,8,Potential Loyalists
CUST_02659,3,3,204.62,5,3,1,9,Potential Loyalists
CUST_02660,163,3,2659.2299999999996,2,3,3,8,Potential Loyalists
CUST_02661,20,2,1140.04,5,2,2,9,Potential Loyalists
CUST_02662,261,2,5998.66,1,2,4,7,Potential Loyalists
CUST_02663,66,2,5834.790000000001,4,2,4,10,Loyal Customers
CUST_02664,53,1,276.41,4,1,1,6,At Risk
CUST_02665,309,1,216.08,1,1,1,3,Lost Customers
CUST_02666,25,4,4165.85,5,4,4,13,Champions
CUST_02667,58,4,16447.23,4,4,5,13,Champions
CUST_02668,10,10,2479.6,5,5,3,13,Champions
CUST_02669,382,3,7971.57,1,3,5,9,Potential Loyalists
CUST_02670,149,4,4377.83,2,4,4,10,Loyal Customers
CUST_02671,77,3,997.8399999999999,3,3,2,8,Potential Loyalists
CUST_02672,152,3,4793.9400000000005,2,3,4,9,Potential Loyalists
CUST_02673,24,5,1824.28,5,4,3,12,Loyal Customers
CUST_02674,85,3,2134.64,3,3,3,9,Potential Loyalists
CUST_02675,109,3,6386.0599999999995,3,3,4,10,Loyal Customers
CUST_02676,58,3,9072.369999999999,4,3,5,12,Loyal Customers
CUST_02677,413,1,113.0,1,1,1,3,Lost Customers
CUST_02678,190,2,1907.11,2,2,3,7,Potential Loyalists
CUST_02679,64,4,1986.06,4,4,3,11,Loyal Customers
CUST_02680,209,2,15395.92,2,2,5,9,Potential Loyalists
CUST_02681,431,1,650.68,1,1,1,3,Lost Customers
CUST_02682,32,2,2811.3,4,2,3,9,Potential Loyalists
CUST_02683,71,1,268.05,4,1,1,6,At Risk
CUST_02684,100,4,4739.78,3,4,4,11,Loyal Customers
CUST_02685,118,3,964.1800000000001,3,3,2,8,Potential Loyalists
CUST_02686,66,3,4519.7,4,3,4,11,Loyal Customers
CUST_02687,413,2,7509.91,1,2,5,8,Potential Loyalists
CUST_02688,54,2,437.64,4,2,1,7,Potential Loyalists
CUST_02689,16,8,28726.93,5,5,5,15,Champions
CUST_02690,123,1,9453.56,3,1,5,9,Potential Loyalists
CUST_02691,140,1,135.36,2,1,1,4,Lost Customers
CUST_02692,102,3,1465.1100000000001,3,3,2,8,Potential Loyalists
CUST_02693,161,4,4860.13,2,4,4,10,Loyal Customers
CUST_02694,185,2,2121.34,2,2,3,7,Potential Loyalists
CUST_02695,31,4,5217.360000000001,4,4,4,12,Loyal Customers
CUST_02696,204,2,1116.72,2,2,2,6,At Risk
CUST_02697,50,6,7049.2699999999995,4,5,5,14,Champions
CUST_02698,96,3,7398.420000000001,3,3,5,11,Loyal Customers
CUST_02699,328,1,251.65,1,1,1,3,Lost Customers
CUST_02700,194,1,379.17,2,1,1,4,Lost Customers
CUST_02701,17,8,6439.5199999999995,5,5,4,14,Champions
CUST_02702,101,2,1239.58,3,2,2,7,Potential Loyalists
CUST_02703,53,2,253.95,4,2,1,7,Potential Loyalists
CUST_02704,192,2,3535.86,2,2,4,8,Potential Loyalists
CUST_02705,148,3,2711.44,2,3,3,8,Potential Loyalists
CUST_02706,344,2,3434.58,1,2,3,6,At Risk
CUST_02707,99,4,8741.09,3,4,5,12,Loyal Customers
CUST_02708,11,5,2700.7400000000002,5,4,3,12,Loyal Customers
CUST_02709,376,1,2228.96,1,1,3,5,At Risk
CUST_02710,342,1,136.2,1,1,1,3,Lost Customers
CUST_02711,27,2,1087.57,5,2,2,9,Potential Loyalists
CUST_02712,49,3,1283.24,4,3,2,9,Potential Loyalists
CUST_02713,45,6,4250.22,4,5,4,13,Champions
CUST_02714,4,9,9983.6,5,5,5,15,Champions
CUST_02715,150,3,1918.8600000000001,2,3,3,8,Potential Loyalists
CUST_02716,21,2,411.64,5,2,1,8,Potential Loyalists
CUST_02717,31,1,403.2,4,1,1,6,At Risk
CUST_02718,108,3,1173.36,3,3,2,8,Potential Loyalists
CUST_02719,22,2,12801.64,5,2,5,12,Loyal Customers
CUST_02720,376,2,5811.53,1,2,4,7,Potential Loyalists
CUST_02721,37,2,418.51,4,2,1,7,Potential Loyalists
CUST_02722,153,2,1174.9,2,2,2,6,At Risk
CUST_02723,233,2,726.66,1,2,2,5,At Risk
CUST_02724,12,2,2876.54,5,2,3,10,Loyal Customers
CUST_02725,185,4,3665.3,2,4,4,10,Loyal Customers
CUST_02726,20,2,3554.42,5,2,4,11,Loyal Customers
CUST_02727,319,1,8605.91,1,1,5,7,Potential Loyalists
CUST_02728,288,2,1230.99,1,2,2,5,At Risk
CUST_02729,75,2,155.39,3,2,1,6,At Risk
CUST_02730,163,3,915.47,2,3,2,7,Potential Loyalists
CUST_02731,57,4,3456.3599999999997,4,4,3,11,Loyal Customers
CUST_02732,150,4,11741.84,2,4,5,11,Loyal Customers
CUST_02733,93,3,734.62,3,3,2,8,Potential Loyalists
CUST_02734,98,1,161.71,3,1,1,5,At Risk
CUST_02735,272,1,148.92,1,1,1,3,Lost Customers
CUST_02736,6,2,405.13,5,2,1,8,Potential Loyalists
CUST_02737,74,2,570.24,3,2,1,6,At Risk
CUST_02738,414,1,552.52,1,1,1,3,Lost Customers
CUST_02739,379,2,1088.68,1,2,2,5,At Risk
CUST_02740,82,3,657.42,3,3,1,7,Potential Loyalists
CUST_02741,223,3,2361.69,1,3,3,7,Potential Loyalists
CUST_02742,170,8,5198.67,2,5,4,11,Loyal Customers
CUST_02743,161,6,1189.55,2,5,2,9,Potential Loyalists
CUST_02744,43,6,8395.650000000001,4,5,5,14,Champions
CUST_02745,50,4,9888.13,4,4,5,13,Champions
CUST_02746,143,2,946.9000000000001,2,2,2,6,At Risk
CUST_02747,259,3,1272.63,1,3,2,6,At Risk
CUST_02748,121,3,2444.26,3,3,3,9,Potential Loyalists
CUST_02749,9,5,5962.389999999999,5,4,4,13,Champions
CUST_02750,261,2,869.0699999999999,1,2,2,5,At Risk
CUST_02751,193,1,282.65,2,1,1,4,Lost Customers
CUST_02752,129,3,459.28,2,3,1,6,At Risk
CUST_02753,58,4,4302.43,4,4,4,12,Loyal Customers
CUST_02754,2,2,159.41,5,2,1,8,Potential Loyalists
CUST_02755,235,2,1329.29,1,2,2,5,At Risk
CUST_02756,214,2,958.71,1,2,2,5,At Risk
CUST_02757,114,2,3260.52,3,2,3,8,Potential Loyalists
CUST_02758,325,4,8868.259999999998,1,4,5,10,Loyal Customers
CUST_02759,3,7,9536.81,5,5,5,15,Champions
CUST_02760,6,6,6755.17,5,5,4,14,Champions
CUST_02761,136,4,3119.0600000000004,2,4,3,9,Potential Loyalists
CUST_02762,205,1,406.67,2,1,1,4,Lost Customers
CUST_02763,103,2,2326.4900000000002,3,2,3,8,Potential Loyalists
CUST_02764,18,2,7445.32,5,2,5,12,Loyal Customers
CUST_02765,73,10,20355.94,3,5,5,13,Champions
CUST_02766,95,1,274.69,3,1,1,5,At Risk
CUST_02767,22,6,9685.72,5,5,5,15,Champions
CUST_02768,3,10,18811.44,5,5,5,15,Champions
CUST_02769,75,3,498.77000000000004,3,3,1,7,Potential Loyalists
CUST_02770,67,2,1423.8600000000001,4,2,2,8,Potential Loyalists
CUST_02771,311,2,623.64,1,2,1,4,Lost Customers
CUST_02772,119,5,3800.04,3,4,4,11,Loyal Customers
CUST_02773,80,4,1427.8700000000001,3,4,2,9,Potential Loyalists
CUST_02774,361,1,545.17,1,1,1,3,Lost Customers
CUST_02775,109,2,683.3800000000001,3,2,2,7,Potential Loyalists
CUST_02776,349,1,73.07,1,1,1,3,Lost Customers
CUST_02777,75,2,1130.67,3,2,2,7,Potential Loyalists
CUST_02778,320,3,6059.74,1,3,4,8,Potential Loyalists
CUST_02779,130,2,6913.639999999999,2,2,5,9,Potential Loyalists
CUST_02780,90,2,6974.61,3,2,5,10,Loyal Customers
CUST_02781,60,4,2115.64,4,4,3,11,Loyal Customers
CUST_02782,181,2,990.5899999999999,2,2,2,6,At Risk
CUST_02783,118,6,3066.14,3,5,3,11,Loyal Customers
CUST_02784,191,4,5261.37,2,4,4,10,Loyal Customers
CUST_02785,11,6,9297.6,5,5,5,15,Champions
CUST_02786,249,1,3018.69,1,1,3,5,At Risk
CUST_02787,73,1,1262.4,3,1,2,6,At Risk
CUST_02788,47,3,5951.969999999999,4,3,4,11,Loyal Customers
CUST_02789,210,3,7763.93,2,3,5,10,Loyal Customers
CUST_02790,32,3,606.1700000000001,4,3,1,8,Potential Loyalists
CUST_02791,30,9,7579.2300000000005,5,5,5,15,Champions
CUST_02792,59,1,150.12,4,1,1,6,At Risk
CUST_02793,52,4,2755.94,4,4,3,11,Loyal Customers
CUST_02794,130,1,7292.68,2,1,5,8,Potential Loyalists
CUST_02795,76,2,6563.25,3,2,4,9,Potential Loyalists
CUST_02796,77,2,1465.4399999999998,3,2,2,7,Potential Loyalists
CUST_02797,67,2,1007.01,4,2,2,8,Potential Loyalists
CUST_02798,21,3,676.04,5,3,2,10,Loyal Customers
CUST_02799,129,1,3278.25,2,1,3,6,At Risk
CUST_02800,162,2,1658.74,2,2,2,6,At Risk
CUST_02801,194,7,12661.5,2,5,5,12,Loyal Customers
CUST_02802,62,3,8075.29,4,3,5,12,Loyal Customers
CUST_02803,172,4,3070.31,2,4,3,9,Potential Loyalists
CUST_02804,62,9,15554.039999999999,4,5,5,14,Champions
CUST_02805,197,3,770.9000000000001,2,3,2,7,Potential Loyalists
CUST_02806,41,5,8032.88,4,4,5,13,Champions
CUST_02807,55,10,28138.690000000002,4,5,5,14,Champions
CUST_02808,120,4,4572.86,3,4,4,11,Loyal Customers
CUST_02809,134,7,5949.58,2,5,4,11,Loyal Customers
CUST_02810,208,1,249.78,2,1,1,4,Lost Customers
CUST_02811,61,3,5919.12,4,3,4,11,Loyal Customers
CUST_02812,8,3,2366.77,5,3,3,11,Loyal Customers
CUST_02813,226,1,37.39,1,1,1,3,Lost Customers
CUST_02814,7,2,687.3100000000001,5,2,2,9,Potential Loyalists
CUST_02815,20,2,564.74,5,2,1,8,Potential Loyalists
CUST_02816,98,4,5992.129999999999,3,4,4,11,Loyal Customers
CUST_02817,91,4,1052.99,3,4,2,9,Potential Loyalists
CUST_02818,88,3,15466.26,3,3,5,11,Loyal Customers
CUST_02819,17,1,1275.4,5,1,2,8,Potential Loyalists
CUST_02820,430,1,306.22,1,1,1,3,Lost Customers
CUST_02821,89,2,3770.0499999999997,3,2,4,9,Potential Loyalists
CUST_02822,312,1,99.28,1,1,1,3,Lost Customers
CUST_02823,441,1,1356.83,1,1,2,4,Lost Customers
CUST_02824,31,9,8424.64,4,5,5,14,Champions
CUST_02825,9,5,1027.22,5,4,2,11,Loyal Customers
CUST_02826,260,3,6845.22,1,3,4,8,Potential Loyalists
CUST_02827,17,7,9932.6,5,5,5,15,Champions
CUST_02828,160,5,8854.599999999999,2,4,5,11,Loyal Customers
CUST_02829,247,1,7603.29,1,1,5,7,Potential Loyalists
CUST_02830,41,4,2545.4399999999996,4,4,3,11,Loyal Customers
CUST_02831,155,6,2521.8,2,5,3,10,Loyal Customers
CUST_02832,53,1,619.3,4,1,1,6,At Risk
CUST_02833,18,3,648.51,5,3,1,9,Potential Loyalists
CUST_02834,1,5,1022.39,5,4,2,11,Loyal Customers
CUST_02835,206,2,1120.61,2,2,2,6,At Risk
CUST_02836,63,3,2486.24,4,3,3,10,Loyal Customers
CUST_02837,7,9,6890.67,5,5,4,14,Champions
CUST_02838,49,2,12534.89,4,2,5,11,Loyal Customers
CUST_02839,31,2,3342.6,4,2,3,9,Potential Loyalists
CUST_02840,47,2,1650.39,4,2,2,8,Potential Loyalists
CUST_02841,340,2,517.98,1,2,1,4,Lost Customers
CUST_02842,182,1,3883.35,2,1,4,7,Potential Loyalists
CUST_02843,115,2,2432.55,3,2,3,8,Potential Loyalists
CUST_02844,61,3,2358.38,4,3,3,10,Loyal Customers
CUST_02845,76,2,401.06,3,2,1,6,At Risk
CUST_02846,163,1,1620.75,2,1,2,5,At Risk
CUST_02847,84,9,6473.07,3,5,4,12,Loyal Customers
CUST_02848,157,3,1204.37,2,3,2,7,Potential Loyalists
CUST_02849,177,3,1310.96,2,3,2,7,Potential Loyalists
CUST_02850,23,8,22869.28,5,5,5,15,Champions
CUST_02851,63,3,2049.5,4,3,3,10,Loyal Customers
CUST_02852,373,2,2158.25,1,2,3,6,At Risk
CUST_02853,115,2,931.12,3,2,2,7,Potential Loyalists
CUST_02854,32,4,1454.07,4,4,2,10,Loyal Customers
CUST_02855,23,2,2007.69,5,2,3,10,Loyal Customers
CUST_02856,187,2,29249.71,2,2,5,9,Potential Loyalists
CUST_02857,85,9,12881.98,3,5,5,13,Champions
CUST_02858,314,1,253.89,1,1,1,3,Lost Customers
CUST_02859,97,5,5974.54,3,4,4,11,Loyal Customers
CUST_02860,11,10,15321.66,5,5,5,15,Champions
CUST_02861,93,2,187.55,3,2,1,6,At Risk
CUST_02862,78,4,8432.130000000001,3,4,5,12,Loyal Customers
CUST_02863,97,2,1220.1,3,2,2,7,Potential Loyalists
CUST_02864,8,4,6966.82,5,4,5,14,Champions
CUST_02865,70,5,6250.109999999999,4,4,4,12,Loyal Customers
CUST_02866,77,6,2360.4900000000002,3,5,3,11,Loyal Customers
CUST_02867,5,8,3907.9500000000003,5,5,4,14,Champions
CUST_02868,71,4,3599.4700000000003,4,4,4,12,Loyal Customers
CUST_02869,441,1,82.66,1,1,1,3,Lost Customers
CUST_02870,83,8,8397.23,3,5,5,13,Champions
CUST_02871,59,6,8084.99,4,5,5,14,Champions
CUST_02872,220,4,1126.26,1,4,2,7,Potential Loyalists
CUST_02873,282,4,8822.029999999999,1,4,5,10,Loyal Customers
CUST_02874,377,1,279.88,1,1,1,3,Lost Customers
CUST_02875,286,1,252.22,1,1,1,3,Lost Customers
CUST_02876,179,2,881.89,2,2,2,6,At Risk
CUST_02877,35,4,10537.39,4,4,5,13,Champions
CUST_02878,130,4,1949.8600000000001,2,4,3,9,Potential Loyalists
CUST_02879,157,3,917.02,2,3,2,7,Potential Loyalists
CUST_02880,67,8,7432.37,4,5,5,14,Champions
CUST_02881,7,5,3926.28,5,4,4,13,Champions
CUST_02882,71,2,1330.4,4,2,2,8,Potential Loyalists
CUST_02883,319,1,168.2,1,1,1,3,Lost Customers
CUST_02884,26,9,12056.86,5,5,5,15,Champions
CUST_02885,47,1,83.32,4,1,1,6,At Risk
CUST_02886,99,5,1731.38,3,4,3,10,Loyal Customers
CUST_02887,175,2,816.0999999999999,2,2,2,6,At Risk
CUST_02888,207,1,664.2,2,1,2,5,At Risk
CUST_02889,192,4,2199.07,2,4,3,9,Potential Loyalists
CUST_02890,108,7,12856.460000000001,3,5,5,13,Champions
CUST_02891,43,3,5199.08,4,3,4,11,Loyal Customers
CUST_02892,89,2,800.5600000000001,3,2,2,7,Potential Loyalists
CUST_02893,217,3,361.13,1,3,1,5,At Risk
CUST_02894,41,4,5462.23,4,4,4,12,Loyal Customers
CUST_02895,67,5,5123.389999999999,4,4,4,12,Loyal Customers
CUST_02896,12,4,8281.36,5,4,5,14,Champions
CUST_02897,45,7,9744.95,4,5,5,14,Champions
CUST_02898,30,4,4829.23,5,4,4,13,Champions
CUST_02899,231,2,3081.69,1,2,3,6,At Risk
CUST_02900,52,6,6734.280000000001,4,5,4,13,Champions
CUST_02901,187,2,3994.23,2,2,4,8,Potential Loyalists
CUST_02902,73,4,6095.8,3,4,4,11,Loyal Customers
CUST_02903,48,4,1226.39,4,4,2,10,Loyal Customers
CUST_02904,9,4,17020.24,5,4,5,14,Champions
CUST_02905,23,5,6244.41,5,4,4,13,Champions
CUST_02906,93,3,249.78,3,3,1,7,Potential Loyalists
CUST_02907,55,2,1640.46,4,2,2,8,Potential Loyalists
CUST_02908,246,1,251.44,1,1,1,3,Lost Customers
CUST_02909,46,7,6848.72,4,5,4,13,Champions
CUST_02910,78,2,394.4,3,2,1,6,At Risk
CUST_02911,158,2,1780.1200000000001,2,2,3,7,Potential Loyalists
CUST_02912,144,4,5087.13,2,4,4,10,Loyal Customers
CUST_02913,23,4,6503.67,5,4,4,13,Champions
CUST_02914,114,4,1785.41,3,4,3,10,Loyal Customers
CUST_02915,85,4,579.3100000000001,3,4,1,8,Potential Loyalists
CUST_02916,277,1,94.61,1,1,1,3,Lost Customers
CUST_02917,104,2,8078.21,3,2,5,10,Loyal Customers
CUST_02918,50,3,12793.220000000001,4,3,5,12,Loyal Customers
CUST_02919,119,7,9873.12,3,5,5,13,Champions
CUST_02920,118,4,25007.68,3,4,5,12,Loyal Customers
CUST_02921,192,2,515.9,2,2,1,5,At Risk
CUST_02922,37,7,5103.87,4,5,4,13,Champions
CUST_02923,15,7,6799.01,5,5,4,14,Champions
CUST_02924,351,1,1885.91,1,1,3,5,At Risk
CUST_02925,392,2,1056.4,1,2,2,5,At Risk
CUST_02926,80,1,680.35,3,1,2,6,At Risk
CUST_02927,29,5,5428.13,5,4,4,13,Champions
CUST_02928,36,10,10311.19,4,5,5,14,Champions
CUST_02929,71,3,2687.94,4,3,3,10,Loyal Customers
CUST_02930,222,3,1018.56,1,3,2,6,At Risk
CUST_02931,347,1,349.78,1,1,1,3,Lost Customers
CUST_02932,239,2,347.13,1,2,1,4,Lost Customers
CUST_02933,425,1,162.3,1,1,1,3,Lost Customers
CUST_02934,101,4,4695.14,3,4,4,11,Loyal Customers
CUST_02935,116,1,283.54,3,1,1,5,At Risk
CUST_02936,179,2,890.16,2,2,2,6,At Risk
CUST_02937,15,2,3621.87,5,2,4,11,Loyal Customers
CUST_02938,19,2,2969.1000000000004,5,2,3,10,Loyal Customers
CUST_02939,186,3,1751.23,2,3,3,8,Potential Loyalists
CUST_02940,20,2,2226.9,5,2,3,10,Loyal Customers
CUST_02941,89,2,263.35,3,2,1,6,At Risk
CUST_02942,67,1,33.37,4,1,1,6,At Risk
CUST_02943,315,2,2074.7000000000003,1,2,3,6,At Risk
CUST_02944,247,2,2819.09,1,2,3,6,At Risk
CUST_02945,318,4,1975.64,1,4,3,8,Potential Loyalists
CUST_02946,254,1,75.79,1,1,1,3,Lost Customers
CUST_02947,103,3,1976.44,3,3,3,9,Potential Loyalists
CUST_02948,10,4,2128.6099999999997,5,4,3,12,Loyal Customers
CUST_02949,28,7,2377.33,5,5,3,13,Champions
CUST_02950,396,1,1271.3,1,1,2,4,Lost Customers
CUST_02951,245,2,10939.93,1,2,5,8,Potential Loyalists
CUST_02952,2,3,2780.33,5,3,3,11,Loyal Customers
CUST_02953,370,2,1797.58,1,2,3,6,At Risk
CUST_02954,44,3,1487.18,4,3,2,9,Potential Loyalists
CUST_02955,129,7,7868.950000000001,2,5,5,12,Loyal Customers
CUST_02956,114,5,11899.03,3,4,5,12,Loyal Customers
CUST_02957,190,8,13397.09,2,5,5,12,Loyal Customers
CUST_02958,134,4,4891.93,2,4,4,10,Loyal Customers
CUST_02959,164,3,10377.68,2,3,5,10,Loyal Customers
CUST_02960,64,1,152.7,4,1,1,6,At Risk
CUST_02961,354,1,235.9,1,1,1,3,Lost Customers
CUST_02962,180,5,11506.52,2,4,5,11,Loyal Customers
CUST_02963,156,4,813.3199999999999,2,4,2,8,Potential Loyalists
CUST_02964,81,3,4873.610000000001,3,3,4,10,Loyal Customers
CUST_02965,230,2,3557.5699999999997,1,2,4,7,Potential Loyalists
CUST_02966,27,4,7463.32,5,4,5,14,Champions
CUST_02967,15,7,13267.79,5,5,5,15,Champions
CUST_02968,108,1,824.47,3,1,2,6,At Risk
CUST_02969,241,2,1698.04,1,2,2,5,At Risk
CUST_02970,236,2,930.5600000000001,1,2,2,5,At Risk
CUST_02971,11,4,1179.04,5,4,2,11,Loyal Customers
CUST_02972,36,4,25590.149999999998,4,4,5,13,Champions
CUST_02973,117,1,1228.53,3,1,2,6,At Risk
CUST_02974,86,1,177.28,3,1,1,5,At Risk
CUST_02975,290,1,269.55,1,1,1,3,Lost Customers
CUST_02976,119,5,2443.1099999999997,3,4,3,10,Loyal Customers
CUST_02977,70,4,1480.52,4,4,2,10,Loyal Customers
CUST_02978,40,2,2402.88,4,2,3,9,Potential Loyalists
CUST_02979,128,2,591.86,2,2,1,5,At Risk
CUST_02980,127,5,7226.0599999999995,2,4,5,11,Loyal Customers
CUST_02981,14,3,2963.87,5,3,3,11,Loyal Customers
CUST_02982,51,5,4303.05,4,4,4,12,Loyal Customers
CUST_02983,39,6,5723.07,4,5,4,13,Champions
CUST_02984,134,3,2859.64,2,3,3,8,Potential Loyalists
CUST_02985,104,3,8649.43,3,3,5,11,Loyal Customers
CUST_02986,178,2,9231.599999999999,2,2,5,9,Potential Loyalists
CUST_02987,58,3,1919.47,4,3,3,10,Loyal Customers
CUST_02988,65,2,151.78,4,2,1,7,Potential Loyalists
CUST_02989,197,3,9488.32,2,3,5,10,Loyal Customers
CUST_02990,75,4,793.77,3,4,2,9,Potential Loyalists
CUST_02991,50,1,2202.41,4,1,3,8,Potential Loyalists
CUST_02992,215,4,2126.24,1,4,3,8,Potential Loyalists
CUST_02993,56,1,260.9,4,1,1,6,At Risk
CUST_02994,130,5,2426.21,2,4,3,9,Potential Loyalists
CUST_02995,320,2,3121.91,1,2,3,6,At Risk
CUST_02996,35,2,908.1199999999999,4,2,2,8,Potential Loyalists
CUST_02997,68,1,4202.0,4,1,4,9,Potential Loyalists
CUST_02998,34,8,6868.71,4,5,4,13,Champions
CUST_02999,219,1,421.52,1,1,1,3,Lost Customers
CUST_03000,274,3,12864.93,1,3,5,9,Potential Loyalists
CUST_03001,85,4,1747.64,3,4,3,10,Loyal Customers
CUST_03002,27,7,2369.67,5,5,3,13,Champions
CUST_03003,52,3,751.36,4,3,2,9,Potential Loyalists
CUST_03004,131,2,3208.3199999999997,2,2,3,7,Potential Loyalists
CUST_03005,28,1,73.35,5,1,1,7,Potential Loyalists
CUST_03006,308,2,550.66,1,2,1,4,Lost Customers
CUST_03007,290,2,644.14,1,2,1,4,Lost Customers
CUST_03008,14,4,1590.6399999999999,5,4,2,11,Loyal Customers
CUST_03009,311,2,1636.0800000000002,1,2,2,5,At Risk
